Hospital (Novartis),Address,City,State,Zip,rpt_rec_num,Designation,LATITUDE,LONGITUDE,State_Full,Number of Beds,County,Lookup,prostate_cancer_incidence,Demand Weight,Demand per Year
MONUMENT HEALTH RAPID CITY HOSPITAL - FAIRMONT BLVD,353 FAIRMONT BLVD MEDICAL IMAGING/ NUCLEAR MEDICINE FL 2, RAPID CITY,SD,57701,793743,1,44.07914241,-103.2152968,South Dakota,385,Pennington,South DakotaPennington County,19.6,7546.000000000001,171
CHEYENNE REGIONAL MEDICAL CENTER,BLDG WEST CAMPUS FL 1 214 E 23RD ST, CHEYENNE,WY,82001-3748,791460,1,41.14317498,-104.7852121,Wyoming,159,Laramie,WyomingLaramie County,25.8,4102.2,93
BILLINGS CLINIC,2800 10TH AVE N, BILLINGS,MT,59101,777548,1,45.77283523,-108.5001171,Montana,334,Yellowstone,MontanaYellowstone County,29.2,9752.8,221
KAISER PERMANENTE ROCK CREEK,280 EXEMPLA CIR, LAFAYETTE,CO,80026,795452,1,39.99642626,-105.101503,Colorado,183,Boulder,ColoradoBoulder County,26.9,4922.7,111
UCHEALTH- UNIVERSITY OF COLORADO HOSPITAL,1635 AURORA CT, AURORA,CO,80045,791643,5,39.74698929,-104.837035,Colorado,754,Adams,ColoradoAdams County,21.7,81809,1850
NATIONAL JEWISH HEALTH,1400 JACKSON ST, DENVER,CO,80206,794719,1,39.73376612,-104.9526567,Colorado,13,Denver,ColoradoDenver County,21.9,284.7,6
ST ANTHONY HOSPITAL,ST ANTHONY HOSP - NUC MED 11700 W 2ND PLACE STE 150 FL 1, LAKEWOOD,CO,80228-1704,793800,1,39.69589879,-105.1449794,Colorado,220,Denver,ColoradoDenver County,21.9,4818,109
ADVENT HEALTH PORTER,PORTER HOSP NUC MED AND RAD 2525 S DOWNING ST, DENVER,CO,80210-5817,798652,1,39.67950789,-104.9643776,Colorado,180,Denver,ColoradoDenver County,21.9,3941.9999999999995,89
BOZEMAN HEALTH DEACONESS REGIONAL MEDICAL CENTER,DEACONESS HOSPI BLDG FL 2 915 HIGHLAND BLVD, BOZEMAN,MT,59715-6902,776612,1,45.67760413,-111.0268333,Montana,139,Gallatin,MontanaGallatin County,40.3,5601.7,127
AVERA MCKENNAN HOSPITAL,1325 S. CLIFF AVE, SIOUX FALLS,SD,57117,793742,1,43.53437309,-96.71481509,South Dakota,549,Minnehaha,South DakotaMinnehaha County,38.6,21191.4,479
NEBRASKA CANCER SPECIALISTS - GRAND ISLAND,2730 WEST FAIDLEY AVENUE, GRAND ISLAND,NE,68803,777240,1,40.92587618,-98.38455355,Nebraska,60,Hall,NebraskaHall County,19.6,1176,27
SANFORD MEDICAL CENTER FARGO,801 N BROADWAY, FARGO,ND,58102,775442,1,46.90042154,-96.79291485,North Dakota,493,Cass,North DakotaCass County,27.6,13606.800000000001,308
MARY LANNING HEALTHCARE,715 N. SAINT JOSEPH AVE, HASTINGS,NE,68901,777352,1,40.59033587,-98.39217201,Nebraska,106,Adams,NebraskaAdams County,20.7,2194.2,50
UCH MEMORIAL HOSPITAL CENTRAL,1400 E. BOULDER ST, COLORADO SPRINGS,CO,80909,793192,2,38.85045313,-104.7747129,Colorado,536,El Paso,ColoradoEl Paso County,23.2,24870.399999999998,563
LAKE REGION HEALTHCARE CANCER CARE CENTER,908 S CASCADE ST., FERGUS FALLS,MN,56537,765722,1,46.29062574,-96.06434651,Minnesota,80,Otter Tail,MinnesotaOtter Tail County,23.6,1888,43
PENROSE HOSPITAL,2222 N NEVADA AVE, COLORADO SPRINGS,CO,80907-6819,794317,1,38.87756519,-104.8216483,Colorado,484,El Paso,ColoradoEl Paso County,23.2,11228.8,254
ALTRU CANCER CENTER,1200 S. COLUMBIA ROAD FLOOR NO. MAIN FLOOR, GRAND FORKS,ND,58201,776505,1,47.89660855,-97.054662,North Dakota,198,Grand Forks,North DakotaGrand Forks County,42.7,8454.6,191
BENEFIS HOSPITALS INC.,SOUTH TOWER NUC MED STE FL 2 1101 26TH ST S, GREAT FALLS,MT,59405-5161,776611,1,47.49160446,-111.2536271,Montana,312,Cascade,MontanaCascade County,28.3,8829.6,200
ST PETER'S HEALTH,MARIA DEAN BLDG E ENTRANCE 2475 BROADWAY STE CTC, HELENA,MT,59601,788559,1,46.5915395,-112.0323498,Montana,125,Lewis And Clark,MontanaLewis And Clark County,23.6,2950,67
INTERMOUNTAIN HEALTH LOGAN REGIONAL HOSPITAL,GOSSNER CANCER CENTER 1281 N 600 E, LOGAN,UT,84341-6988,795730,1,41.7627731,-111.8196216,Utah,114,Cache,UtahCache County,38.2,4354.8,99
COMMUNITY HOSPITAL,2351 G ROAD, GRAND JUNCTION,CO,81505,770348,1,39.11089941,-108.5960506,Colorado,44,Mesa,ColoradoMesa County,24.7,1086.8,25
MCKAY-DEE HOSPITAL,4401 HARRISON BLVD., OGDEN,UT,84403,795613,1,41.18834639,-111.9494943,Utah,236,Weber,UtahWeber County,28.1,6631.6,150
INTERMOUNTAIN MEDICAL CENTER,5121 S. COTTONWOOD ST. BUILDING 2, MURRAY,UT,84107,795012,1,40.66276239,-111.8796933,Utah,486,Salt Lake,UtahSalt Lake County,26.7,12976.199999999999,294
SHENANDOAH MEDICAL CENTER,300 PERSHING AVE FL 1, SHENANDOAH,IA,51601-2355,776436,1,40.75827261,-95.3670162,Iowa,25,Page,IowaPage County,41.8,1045,24
SALINA REGIONAL HEALTH CENTER,400 S SANTA FE AVE, SALINA,KS,67401-4144,767293,1,38.82168151,-97.60546862,Kansas,177,Saline,KansasSaline County,23.6,4177.2,94
PROVIDENCE ST. PATRICK HOSPITAL,ST PATRICK HOSP NUC MED FL2 500 W BROADWAY, MISSOULA,MT,59802-4008,777106,1,46.88042976,-113.9696627,Montana,206,Missoula,MontanaMissoula County,22.2,4573.2,103
ST. LUKE'S MAGIC VALLEY MEDICAL CENTER,801 POLE LINE ROAD WEST, TWIN FALLS,ID,83301,766866,1,42.55983151,-114.4696565,Idaho,175,Twin Falls,IdahoTwin Falls County,30,5250,119
MERCYONE MEDICAL CENTER DES MOINES,1111 6TH AVENUE, DES MOINES,IA,50314,794887,1,41.60237659,-93.6345798,Iowa,519,Polk,IowaPolk County,26.8,13909.2,315
STORMONT VAIL/COTTON O'NEIL CANCER CENTER,1414 SW 8TH AVENUE, TOPEKA,KS,66606,768106,1,39.05810594,-95.71258077,Kansas,442,Shawnee,KansasShawnee County,23.6,10431.2,236
MAYO CLINIC ROCHESTER MINNESOTA,200 1ST ST. SW, ROCHESTER,MN,55905,774548,5,44.02431844,-92.46766552,Minnesota,1154,Olmsted,MinnesotaOlmsted County,23.6,136172,3080
ASCENSION VIA CHRISTI CANCER CENTER,817 N. EMPORIA, WICHITA,KS,67214,767962,1,37.70435556,-97.31381069,Kansas,641,Sedgwick,KansasSedgwick County,23.6,15127.6,342
ST. LUKE'S HOSPITAL OF DULUTH (DBA ASPIRUS ST. LUKE'S HOSPITAL),915 E FIRST ST, DULUTH,MN,55805,774279,1,46.7981924,-92.09522165,Minnesota,238,St. Louis,MinnesotaSt. Louis County,23.6,5616.8,127
MAYO CLINIC HEALTH SYSTEM - EAU CLAIRE,1221 WHIPPLE STREET, EAU CLAIRE,WI,54703,774469,2,44.82813841,-91.50470938,Wisconsin,186,Eau Claire,WisconsinEau Claire County,29.4,10936.8,247
SAINT LUKE'S HEALTH SYSTEM,4401 WORNALL ROAD, KANSAS CITY,MO,64111,786036,1,39.05531335,-94.59353351,Missouri,478,Jackson,MissouriJackson County,20.8,9942.4,225
ST. LUKE'S BOISE,190 EAST BANNOCK ST., BOISE,ID,83712,767279,1,43.60576767,-116.173872,Idaho,560,Ada,IdahoAda County,24.1,13496,305
CHRISTUS ST. VINCENT REGIONAL MEDICAL CENTER,455 ST. MICHAEL'S DR FL 1, SANTA FE,NM,87505-7601,794191,1,35.65464159,-105.951959,New Mexico,171,Santa Fe,New MexicoSanta Fe County,17,2907,66
GUNDERSEN HEALTH SYSTEM,1900 SOUTH AVENUE, LA CROSSE,WI,54601,765452,1,43.7966358,-91.21675409,Wisconsin,260,La Crosse,WisconsinLa Crosse County,28.4,7384,167
MAYO CLINIC HEALTH SYSTEM - LA CROSSE,700 WEST AVE SOUTH, LA CROSSE,WI,54601,773487,2,43.7966358,-91.21675409,Wisconsin,99,La Crosse,WisconsinLa Crosse County,28.4,5623.2,127
BSA HEALTH SYSTEMS,1600 WALLACE BLVD, AMARILLO,TX,79106,775267,1,35.19964547,-101.8920193,Texas,357,Potter,TexasPotter County,17.8,6354.6,144
UNIVERSITY OF IOWA HOSPITALS AND CLINICS,NUCLEAR MEDICINE 3822 JPPHAWKINS DRIVE, IOWA CITY,IA,52242,795893,5,41.6601,-91.5468,Iowa,740,Johnson,IowaJohnson County,35,129500,2929
KOOTENAI HEALTH,2003 KOOTENAI HEALTH WAY, COEUR D'ALENE,ID,83814,806931,1,47.67108979,-116.7859518,Idaho,326,Kootenai,IdahoKootenai County,25.3,8247.800000000001,187
BOTHWELL REGIONAL HEALTH CENTER,601 EAST 14TH STREET, SEDALIA,MO,65301,791136,1,38.69714551,-93.23252701,Missouri,71,Pettis,MissouriPettis County,22.3,1583.3,36
MULTICARE DEACONESS RADIATION ONCOLOGY,MED OFFICE BLDG 1 STE 130 FL 1 910 W 5TH AVE, SPOKANE,WA,99204-2966,775146,1,47.64774825,-117.4281837,Washington,279,Spokane,WashingtonSpokane County,18.2,5077.8,115
MERCY HOSPITAL OKLAHOMA CITY,4300 W. MEMORIAL RD, OKLAHOMA CITY,OK,73120,792108,1,35.58512839,-97.56293695,Oklahoma,344,Oklahoma,OklahomaOklahoma County,19,6536,148
SSM HEALTH ST. ANTHONY HOSPITAL,1000 N. LEE, OKLAHOMA CITY,OK,73102,777119,1,35.47196157,-97.51966565,Oklahoma,501,Oklahoma,OklahomaOklahoma County,19,9519,215
UNIVERSITY OF MISSOURI ELLIS FISCHEL CANCER CENTER,1 HOSPITAL DRIVE FLOOR NO. FIRST FLOOR, COLUMBIA,MO,65212,795083,2,38.93859232,-92.32846782,Missouri,665,Boone,MissouriBoone County,21.4,28461.999999999996,644
FREEMAN HEALTH SYSTEM,932 E 34TH ST, JOPLIN,MO,64804,785004,1,37.04608595,-94.51216742,Missouri,348,Newton,MissouriNewton County,26.9,9361.199999999999,212
MERCY HOSPITAL JOPLIN,100 MERCY WAY, JOPLIN,MO,64804,804538,1,37.04608595,-94.51216742,Missouri,242,Jasper,MissouriJasper County,23.4,5662.799999999999,128
ST. GEORGE REGIONAL HOSPITAL,PETCT DEPARTMENT 600 S MEDICAL CENTER DRIVE, SAINT GEORGE,UT,84790,795731,1,37.07476693,-113.5620955,Utah,256,Washington,UtahWashington County,19.6,5017.6,113
UNIVERSITY OF WISCONSIN HOSPITAL,600 HIGHLAND AVE., MADISON,WI,53792,792502,5,43.07692726,-89.43165253,Wisconsin,671,Dane,WisconsinDane County,33.6,112728,2550
SSM HEALTH ST. MARY'S HOSPITAL - MADISON,700 SOUTH PARK ST., MADISON,WI,53715,773490,1,43.06425005,-89.40089332,Wisconsin,354,Dane,WisconsinDane County,33.6,11894.4,269
KADLEC REGIONAL MEDICAL CENTER,888 SWIFT BLVD, RICHLAND,WA,99352,777147,1,46.24384629,-119.2766609,Washington,282,Benton,WashingtonBenton County,20.5,5781,131
FLAGSTAFF MEDICAL CENTER,1200 N BEAVER ST, FLAGSTAFF,AZ,86001-3118,794270,1,35.20027764,-111.6621352,Arizona,242,Coconino,ArizonaCoconino County,20.2,4888.4,111
UNIVERSITY MEDICAL CENTER,EAST TOWER NUC MED FL 4 602 INDIANA AVE, LUBBOCK,TX,79415-3364,768295,2,33.61936077,-101.8833914,Texas,422,Lubbock,TexasLubbock County,25.4,21437.6,485
SAINT ANTHONY MEDICAL CENTER,5666 E STATE ST, ROCKFORD,IL,61108-2425,767934,1,42.25178854,-89.02078062,Illinois,230,Winnebago,IllinoisWinnebago County,27.2,6256,142
ASCENSION NE WISCONSIN - ST. ELIZABETH'S HOSPITAL,1506 S. ONEIDA ST., APPLETON,WI,54915,796715,1,44.24459708,-88.37162103,Wisconsin,287,Outagamie,WisconsinOutagamie County,21.3,6113.1,138
THEDACARE REGIONAL CANCER CENTER- APPLETON,2500 EAST CAPITOL DRIVE, APPLETON,WI,54911,802060,1,44.27822975,-88.39721633,Wisconsin,147,Outagamie,WisconsinOutagamie County,21.3,3131.1,71
AURORA MEDICAL CENTER SUMMIT,36500 AURORA DRIVE, SUMMIT,WI,53066,774348,1,43.1093437,-88.48543557,Wisconsin,109,Waukesha,WisconsinWaukesha County,28.2,3073.7999999999997,70
AURORA BAYCARE MEDICAL CENTER,2845 GREENBRIER ROAD, GREEN BAY,WI,54311,774210,1,44.49011689,-87.93597545,Wisconsin,185,Brown,WisconsinBrown County,29.5,5457.5,123
FROEDTERT HOSPITAL,9200 WEST WISCONSIN AVENUE, MILWAUKEE,WI,53226,788477,1,43.05040179,-88.04286308,Wisconsin,729,Milwaukee,WisconsinMilwaukee County,32.9,23984.1,543
AURORA MEDICAL CENTER SHEBOYGAN COUNTY,3400 UNION AVE, SHEBOYGAN,WI,53081,774640,1,43.73858641,-87.72664935,Wisconsin,125,Sheboygan,WisconsinSheboygan County,33.4,4175,94
AURORA ST. LUKE'S MEDICAL CENTER,2900 WEST OKLAHOMA AVENUE, MILWAUKEE,WI,53215,774470,1,43.00080506,-87.9424973,Wisconsin,932,Milwaukee,WisconsinMilwaukee County,32.9,30662.8,694
MERCY HOSPITAL ST. LOUIS,615 S NEW BALLAS ROAD, ST. LOUIS,MO,63141,787863,1,38.66460586,-90.45607742,Missouri,782,St. Louis,MissouriSt. Louis County,27.6,21583.2,488
MISSOURI BAPTIST MEDICAL CENTER,3015 N BALLAS RD., ST. LOUIS,MO,63131,798306,1,38.61407296,-90.44309593,Missouri,402,St. Louis,MissouriSt. Louis County,27.6,11095.2,251
ADVOCATE GOOD SHEPHERD HOSPITAL,27750 WEST HIGHWAY 22 SUITE G50, BARRINGTON,IL,60010,775552,1,42.16436633,-88.14331084,Illinois,176,Lake,IllinoisLake County,29.2,5139.2,116
MERCY HOSPITAL FORT SMITH,7301 ROGERS AVE., FORT SMITH,AR,72903,793788,1,35.35909338,-94.36486874,Arkansas,256,Sebastian,ArkansasSebastian County,25.7,6579.2,149
RUSH COPLEY MEDICAL CENTER,2000 OGDEN AVENUE, AURORA,IL,60504,793023,1,41.74352552,-88.24479714,Illinois,192,Kane,IllinoisKane County,30.8,5913.6,134
MERCY HOSPITAL SOUTH DAVID SINDELAR CANCER CENTER,10050 KENNERLY RD., ST LOUIS,MO,63128,803014,1,38.4977855,-90.37340791,Missouri,725,St. Louis,MissouriSt. Louis County,27.6,20010,453
BARNES JEWISH HOSPITAL/WASHINGTON UNIVERSITY IN ST. LOUIS,4921 PARKVIEW PL, ST. LOUIS,MO,63110,797880,5,38.61737968,-90.25871572,Missouri,1265,St. Louis City,MissouriSt. Louis City County,23.6,149270,3376
CONFLUENCE HEALTH,1201 S MILLER, WENATCHEE,WA,98801,776651,1,47.42619953,-120.3297885,Washington,187,Chelan,WashingtonChelan County,31.8,5946.6,135
ADVOCATE CONDELL MEDICAL CENTER,BLDG 880 RADIATION ONCOLOGY FL1 801 S MILWAUKEE AVE, LIBERTYVILLE,IL,60048-3204,775050,1,42.28842033,-87.95193643,Illinois,257,Lake,IllinoisLake County,29.2,7504.4,170
NORTHWEST COMMUNITY HOSPITAL ENDEAVOR HEALTH,800 WEST CENTRAL ROAD, ARLINGTON HEIGHTS,IL,60005,777194,1,42.06511548,-87.98292568,Illinois,424,Cook,IllinoisCook County,29.5,12508,283
ASCENSION ALEXIAN BROTHERS MEDICAL CENTER,800 BIESTERFIELD RD RADIATION ONCOLOGY BUILDING 5 SUITE 110, ELK GROVE VILLAGE,IL,60007,795681,1,42.00568659,-88.01318686,Illinois,282,Cook,IllinoisCook County,29.5,8319,188
MIDWESTERN REGIONAL MEDICAL CENTER (CITY OF HOPE CHICAGO),2520 ELISHA AVENUE, ZION,IL,60099,764703,1,42.44968173,-87.84688561,Illinois,73,Lake,IllinoisLake County,29.2,2131.6,48
ELMHURST HOSPITAL,155 E. BRUSH HILL ROAD, ELMHURST,IL,60126,775197,1,41.89234249,-87.94214451,Illinois,258,Dupage,IllinoisDupage County,23.6,6088.8,138
ADVOCATE LUTHERAN GENERAL HOSPITAL,1700 LUTHER LANE, PARK RIDGE,IL,60068,773969,1,42.01221888,-87.84218058,Illinois,562,Cook,IllinoisCook County,29.5,16579,375
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,836 W. WELLINGTON AVE., CHICAGO,IL,60657,774863,1,41.93967674,-87.64953007,Illinois,237,Cook,IllinoisCook County,29.5,6991.5,158
RUSH UNIVERSITY MEDICAL CENTER,1620 W. HARRISON ST.3RD FLOOR TOWER, CHICAGO,IL,60612,792823,2,41.88091222,-87.68620795,Illinois,608,Cook,IllinoisCook County,29.5,35872,811
ADVOCATE CHRIST MEDICAL CENTER,4440 WEST 95TH STREET ATTN: INPATIENT NUC MED DEPT, OAK LAWN,IL,60453-2600,775051,1,41.71292653,-87.75018349,Illinois,725,Cook,IllinoisCook County,29.5,21387.5,484
NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST GALTER PAVILION - NUCLEAR MEDICINE, CHICAGO,IL,60611,797363,5,41.89510455,-87.62144806,Illinois,944,Cook,IllinoisCook County,29.5,139240,3150
UNIVERSITY OF CHICAGO MEDICAL CENTER,5841 S. MARYLAND AVENUE, CHICAGO,IL,60637,785535,5,41.78266929,-87.60268161,Illinois,737,Cook,IllinoisCook County,29.5,108707.5,2459
MAYO CLINIC ARIZONA,5881 E. MAYO BLVD, PHOENIX,AZ,85054,775013,5,33.67057591,-111.9502536,Arizona,353,Maricopa,ArizonaMaricopa County,17.6,31064.000000000004,703
SCHOOLCRAFT MEMORIAL HOSPITAL,MAIN BLDG 7870W US HIGHWAY 2, MANISTIQUE,MI,49854-8992,776468,1,46.02195893,-86.25337248,Michigan,12,Schoolcraft,MichiganSchoolcraft County,23.6,283.20000000000005,6
DIGNITY HEALTH CANCER INSTITUTE AT ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,350 W THOMAS ROAD, PHOENIX,AZ,85013,794561,1,33.5055547,-112.0824233,Arizona,531,Maricopa,ArizonaMaricopa County,17.6,9345.6,211
RENOWN HEALTH,1155 MILL STREET, RENO,NV,89502,776754,1,39.49711984,-119.7762982,Nevada,592,Washoe,NevadaWashoe County,23.6,13971.2,316
CITY OF HOPE CANCER CENTER PHOENIX,14200 W CELEBRATE LIFE WAY, GOODYEAR,AZ,85338,764484,1,33.41339959,-112.4141957,Arizona,38,Maricopa,ArizonaMaricopa County,17.6,668.8000000000001,15
COREWELL HEALTH ST. JOSEPH,COREWELL HEALTH 1234 NAPIER AVE STE D13536 FL, SAINT JOSEPH,MI,49085-2112,787587,1,42.06858187,-86.47919518,Michigan,231,Berrien,MichiganBerrien County,28.2,6514.2,147
UT SOUTHWESTERN,5939 HARRY HINES BLVD, DALLAS,TX,75390,797321,5,32.81290456,-96.84223016,Texas,728,Dallas,TexasDallas County,23.7,86268,1951
SWEDISH CANCER INSTITUTE,751 NE BLAKELY DRIVE SUITE 100, ISSAQUAH,WA,98029,776340,1,47.56030298,-122.0138793,Washington,167,King,WashingtonKing County,30.6,5110.2,116
METHODIST HOSPITAL,1441 N. BECKLEY AVE., DALLAS,TX,75203,793912,1,32.74798113,-96.80858355,Texas,403,Dallas,TexasDallas County,23.7,9551.1,216
MUNSON MEDICAL CENTER - COWELL FAMILY CANCER CENTER,217 S. MADISON STREET, TRAVERSE CITY,MI,49684-2346,792661,1,44.7717922,-85.66074264,Michigan,401,Grand Traverse,MichiganGrand Traverse County,23.6,9463.6,214
PROVIDENCE REGIONAL MEDICAL CENTER,1717 13THST., EVERETT,WA,98201,774075,1,47.98758046,-122.202915,Washington,551,Snohomish,WashingtonSnohomish County,29,15979,361
VIRGINIA MASON MEDICAL CENTER,1100 9TH AVE, SEATTLE,WA,98101,794691,1,47.61130668,-122.3336004,Washington,222,King,WashingtonKing County,30.6,6793.200000000001,154
FRED HUTCHINSON CANCER CENTER,1354 ALOHA ST, SEATTLE,WA,98109,792954,5,47.62989437,-122.3467833,Washington,20,King,WashingtonKing County,30.6,3060,69
SWEDISH CANCER INSTITUTE,21605 76TH AVE W SUITE 100, EDMONDS,WA,98026,782496,1,47.82202693,-122.3348281,Washington,157,Snohomish,WashingtonSnohomish County,29,4553,103
SKY LAKES MEDICAL CENTER,FL 1 2865 DAGGETT AVE, KLAMATH FALLS,OR,97601-1106,802492,1,42.23450743,-121.8106843,Oregon,90,Klamath,OregonKlamath County,27.5,2475,56
MULTICARE CANCER INSTITUTE - TACOMA GENERAL HOSPITAL,ATTN: NUC MED TACOMA GEN HOSP 315 ML.K JR WAY, TACOMA,WA,98405-4234,774988,1,47.24820367,-122.4659213,Washington,360,Pierce,WashingtonPierce County,29,10440,236
UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES (UAMS),4301 WEST MARKHAM STREET, LITTLE ROCK,AR,72205,800831,2,34.75152812,-92.34549553,Arkansas,545,Pulaski,ArkansasPulaski County,21.5,23435,530
UNION HOSPITAL HUX CANCER CENTER,1711 N 6 1/2 STREET SUITE 100 FLOOR NO. 1ST FLOOR, TERRE HAUTE,IN,47804,798427,1,39.49449614,-87.39455531,Indiana,260,Vigo,IndianaVigo County,23.6,6136,139
PROVIDENCE PORTLAND MEDICAL CENTER,4805 NE GLISAN ST, PORTLAND,OR,97213,776088,1,45.53668994,-122.6004531,Oregon,391,Multnomah,OregonMultnomah County,30.4,11886.4,269
TRINITY HEALTH GRAND RAPIDS,200 JEFFERSON SE, GRAND RAPIDS,MI,49503,796021,1,42.96373663,-85.65681698,Michigan,275,Kent,MichiganKent County,23.3,6407.5,145
SKAGIT REGIONAL HOSPITAL,1415 E. KINCAID ST, MT VERNON,WA,98273,777001,1,48.42823699,-122.3257671,Washington,137,Skagit,WashingtonSkagit County,28.7,3931.9,89
ST BERNARDS MEDICAL CENTER,NUC MED 225 E WASHINGTON AVE, JONESBORO,AR,72401-3111,766367,1,35.84048308,-90.69565276,Arkansas,373,Craighead,ArkansasCraighead County,29.7,11078.1,251
OREGON HEALTH AND SCIENCE UNIVERSITY,3181 SW SAM JACKSON PARK ROAD, PORTLAND,OR,97239,793532,5,45.48916375,-122.6881068,Oregon,562,Multnomah,OregonMultnomah County,30.4,85424,1932
TUCSON MEDICAL CENTER,NUC MED FL 1 5301 E GRANT RD, TUCSON,AZ,85712-2805,774808,1,32.25058739,-110.8867969,Arizona,473,Pima,ArizonaPima County,18.4,8703.199999999999,197
PEACEHEALTH ST JOSEPH MEDICAL CENTER,3301 SQUALICUM PARKWAY, BELLINGHAM,WA,98225,794859,1,48.74887156,-122.4910125,Washington,208,Whatcom,WashingtonWhatcom County,32.6,6780.8,153
BANNER UNIVERSITY MEDICAL CENTER - TUCSON,1625 N CAMPBELL AVE NUC MED TOWER 1, TUCSON,AZ,85719-4330,775307,2,32.25310279,-110.9504917,Arizona,559,Pima,ArizonaPima County,18.4,20571.199999999997,465
MULTICARE CANCER INSTITUTE - CAPITAL MEDICAL CENTER,3900 CAPITAL MALL DRIVE DR SW SUITE NO. 100B FLOOR NO. 1ST, OLYMPIA,WA,98502,774989,1,47.06933511,-122.949991,Washington,107,Thurston,WashingtonThurston County,32,3424,77
GOSHEN HEALTH,200 HIGH PARK AVE., GOSHEN,IN,46526,776884,1,41.57133687,-85.84872761,Indiana,105,Elkhart,IndianaElkhart County,23.6,2478,56
GOOD SAMARITAN HOSPITAL - RADIATION ONCOLOGY,520 SOUTH SEVENTH STREET, VINCENNES,IN,47591,771506,1,38.67296932,-87.50632931,Indiana,99,Knox,IndianaKnox County,23.6,2336.4,53
PEACEHEALTH SACRED HEART MEDICAL CENTER AT RIVERBEND,3331 RIVERBEND DRIVE, SPRINGFIELD,OR,97477,794039,1,44.06148294,-123.0175581,Oregon,354,Lane,OregonLane County,16.9,5982.599999999999,135
BRONSON BATTLE CREEK,NUC MED HOT LAB STE 1642 FL 1 300 NORTH AVE, BATTLE CREEK,MI,49017-3307,774278,1,42.35928271,-85.18737703,Michigan,139,Calhoun,MichiganCalhoun County,21.9,3044.1,69
ASCENSION ST VINCENT INDIANAPOLIS,8301 HARCOURT RD STE 100, INDIANAPOLIS,IN,46260-2082,796627,1,39.89917593,-86.18573892,Indiana,751,Marion,IndianaMarion County,23.6,17723.600000000002,401
MARY & DICK HEIMANN CANCER CENTER/ASANTE ROGUE REGIONAL MEDICAL CENTER,2825 E. BARNETT RD, MEDFORD,OR,97504,764985,1,42.33649172,-122.8409336,Oregon,322,Jackson,OregonJackson County,31.8,10239.6,232
PROVIDENCE MEDFORD MEDICAL CENTER,1111 CRATER LAKE AV DIAGNOSTIC IMAGING NUCLEAR MEDICINE DEPT, MEDFORD,OR,97504,776633,1,42.33649172,-122.8409336,Oregon,100,Jackson,OregonJackson County,31.8,3180,72
IU HEALTH UNIVERSITY HOSPITAL,550 N UNIVERSITY BLVD RM 0670 KEY PAD CODE 7777, INDIANAPOLIS,IN,46202,774698,5,39.78317412,-86.15931814,Indiana,1274,Marion,IndianaMarion County,23.6,150332,3400
COMMUNITY HOSPITAL EAST,1500 N. RITTER AVENUE, INDIANAPOLIS,IN,46219,806049,1,39.78165426,-86.0498015,Indiana,385,Marion,IndianaMarion County,23.6,9086,206
KARMANOS CANCER INSTITUTE AT MCLAREN GREATER LANSING,3520 FOREST RD., LANSING,MI,48910,766901,1,42.69974907,-84.54726407,Michigan,193,Ingham,MichiganIngham County,22.2,4284.599999999999,97
SUTTER ROSEVILLE MEDICAL CENTER,1 MEDICAL PLAZA, ROSEVILLE,CA,95661,777301,1,38.73899888,-121.2505377,California,343,Placer,CaliforniaPlacer County,26.9,9226.699999999999,209
PARKVIEW REGIONAL MEDICAL CENTER,PARKVIEW OUTPATIENT CTR NUC MEDICINE DEPT 11141 PARKVIEW PLAZA DR STE 100, FORT WAYNE,IN,46845,803953,1,41.19729022,-85.11514419,Indiana,784,Allen,IndianaAllen County,23.6,18502.4,419
REGIONAL ONE HEALTH,877 JEFFERSON AVE, MEMPHIS,TN,38103,787649,1,35.15305183,-90.05446216,Tennessee,291,Shelby,TennesseeShelby County,21.2,6169.2,140
BAPTIST MEMORIAL HOSPITAL MEMPHIS,6019 WALNUT GROVE RD, MEMPHIS,TN,38120,764991,1,35.12136463,-89.86251281,Tennessee,800,Shelby,TennesseeShelby County,21.2,16960,384
MAJOR HOSPITAL,2455 INTELLIPLEX DRIVE, SHELBYVILLE,IN,46176,774701,1,39.5219775,-85.77544506,Indiana,46,Shelby,IndianaShelby County,23.6,1085.6000000000001,25
WILLIS-KNIGHTON,2600 KINGS HIGHWAY, SHREVEPORT,LA,71103,764716,1,32.49397005,-93.77433822,Louisiana,674,Caddo Parish,LouisianaCaddo Parish County,23.6,15906.400000000001,360
COLUMBUS REGIONAL HEALTH,MAIN HOSPITAL FL 1 2400 E 17TH ST, COLUMBUS,IN,47201-5351,775855,1,39.19240514,-85.94539946,Indiana,213,Bartholomew,IndianaBartholomew County,23.6,5026.8,114
OCHSNER LSU HEALTH SHREVEPORT,1541 KINGS HIGHWAY, SHREVEPORT,LA,71103,793652,2,32.49397005,-93.77433822,Louisiana,237,Caddo Parish,LouisianaCaddo Parish County,23.6,11186.400000000001,253
UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,4301 X STREET, SACRAMENTO,CA,95817,793611,5,38.55000158,-121.4569298,California,661,Sacramento,CaliforniaSacramento County,25.9,85599.5,1936
