Hospital (Novartis),Address,City,State,Zip,rpt_rec_num,Designation,LATITUDE,LONGITUDE,State_Full,Number of Beds,County,Lookup,prostate_cancer_incidence,Demand Weight,Demand per Year
GLENS FALLS HOSPITAL,100 PARK ST, GLENS FALLS,NY,12801,774938.0,1,43.312210736,-73.64810658,New York,391.0,Warren,New YorkWarren County,27.9,10908.9,247.0
TRIDENT CANCER CENTER,9330 MED PLAZA DR FL 1, CHARLESTON,SC,29406-9104,807173.0,1,32.935368827,-80.0395195,South Carolina,368.0,Dorchester,South CarolinaDorchester County,17.7,6513.599999999999,147.0
CAPITAL HEALTH,ONE CAPITAL WAY, PENNINGTON,NJ,08534,776260.0,1,40.318310073,-74.78173266,New Jersey,203.0,Mercer,New JerseyMercer County,21.5,4364.5,99.0
UNIVERSITY OF VERMONT,111 COLCHESTER AVE NUC MED, BURLINGTON,VT,05401,807296.0,2,44.475941387,-73.20989817,Vermont,448.0,Chittenden,VermontChittenden County,36.8,32972.799999999996,746.0
ALBANY MEDICAL CENTER,43 NEW SCOTLAND AVE, ALBANY,NY,12208,798184.0,1,42.656166143,-73.79732716,New York,719.0,Albany,New YorkAlbany County,29.2,20994.8,475.0
MORRISTOWN MEDICAL CENTER,NUC MED FL D 100 MADISON AVE KAHN BLDG, MORRISTOWN,NJ,07960-6136,776259.0,1,40.794641023,-74.48372456,New Jersey,712.0,Morris,New JerseyMorris County,23.0,16376.0,370.0
ROPER ST. FRANCIS,W ASHLEY CANCER CTR STE 105 FL 1 2085 HENRY TECKLENBURG DR, CHARLESTON,SC,29414-7710,779291.0,1,32.822045592,-80.06437796,South Carolina,186.0,Charleston,South CarolinaCharleston County,25.1,4668.6,106.0
INSPIRA HEALTH - FRANK & EDITH SCARPA CANCER CENTER PAVILION,1505 W SHERMAN AVENUE - SCARPA PAVILION, VINELAND,NJ,08360,775238.0,1,39.488984353,-75.01834348,New Jersey,280.0,Cumberland,New JerseyCumberland County,23.0,6440.0,146.0
MUSC HEALTH UNIVERSITY MEDICAL CENTER,169 ASHLEY AVENUE SUITE NO. 327 -REGISTRATION FLOOR NO. 3 RD, CHARLESTON,SC,29425,792148.0,5,32.7852038689881,-79.9472173336974,South Carolina,932.0,Charleston,South CarolinaCharleston County,25.1,116966.0,2646.0
OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE, SUMMIT,NJ,07901,776033.0,1,40.715287887,-74.36413822,New Jersey,442.0,Union,New JerseyUnion County,24.3,10740.6,243.0
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,1 ROBERT WOOD JOHNSON PL, NEW BRUNSWICK,NJ,08901,775088.0,2,40.488663935,-74.44779553,New Jersey,630.0,Middlesex,New JerseyMiddlesex County,22.4,28224.0,638.0
COOPERMAN BARNABAS MEDICAL CENTER,94 OLD SHORT HILLS RD, LIVINGSTON,NJ,07039,775423.0,1,40.789714421,-74.32102522,New Jersey,597.0,Essex,New JerseyEssex County,24.7,14745.9,334.0
SENTARA CAREPLEX RADIATION THERAPY,RAD ONC BLDG STE 100 FL 1 3000 COLISEUM DR, HAMPTON,VA,23666-5963,775648.0,1,37.051025712,-76.40771382,Virginia,169.0,Hampton City,VirginiaHampton City County,23.6,3988.4,90.0
ST. JOSEPH'S UNIVERSITY MEDICAL CENTER,703 MAIN STREET, PATERSON,NJ,07726,775086.0,2,40.297851704,-74.33333558,New Jersey,681.0,Passaic,New JerseyPassaic County,19.7,26831.399999999998,607.0
HACKENSACK MERIDIAN MOUNTAINSIDE MEDICAL CENTER,1 BAY AVE, MONTCLAIR,NJ,07042,776034.0,1,40.812903857,-74.21593267,New Jersey,193.0,Essex,New JerseyEssex County,24.7,4767.099999999999,108.0
THE VALLEY HOSPITAL,223 NORTH VAN DIEN AVENUE, RIDGEWOOD,NJ,07450,773208.0,1,40.981820908,-74.11281061,New Jersey,385.0,Bergen,New JerseyBergen County,19.6,7546.000000000001,171.0
NYP HUDSON VALLEY HOSPITAL,1980 CROMPOND ROAD, CORTLANDT MANOR,NY,10567,802399.0,1,41.296033014,-73.88617552,New York,128.0,Westchester,New YorkWestchester County,26.6,3404.8,77.0
JOHN THEURER CANCER CENTER OF HUMC,92 SECOND STREET, HACKENSACK,NJ,07601,797295.0,2,40.889338607,-74.05051446,New Jersey,769.0,Bergen,New JerseyBergen County,19.6,30144.800000000003,682.0
NEW YORK PRESBYTERIAN HOSPITAL/ WEILL CORNELL,525 EAST 68TH STREET - STARR PAVILION 2ND FLOOR, NEW YORK,NY,10065,801886.0,2,40.763994161,-73.96225419,New York,2850.0,New York,New YorkNew York County,30.7,174990.0,3958.0
SENTARA NORFOLK GENERAL HOSPITAL,600 GRESHAM DR RAD ONC DEPT, NORFOLK,VA,23507-1904,775628.0,1,36.863335523,-76.29953649,Virginia,472.0,Norfolk City,VirginiaNorfolk City County,23.6,11139.2,252.0
PHELPS MEMORIAL HOSPITAL CENTER,701 N BROADWAY, SLEEPY HOLLOW,NY,10567,776275.0,1,41.296033014,-73.88617552,New York,111.0,Westchester,New YorkWestchester County,26.6,2952.6000000000004,67.0
MOUNT SINAI HOSPITAL,1190 FIFTH AVE MC LEVEL ROOM 175, NEW YORK,NY,10029,774757.0,5,40.792182089,-73.94449021,New York,1052.0,New York,New YorkNew York County,30.7,161482.0,3653.0
NYU LANGONE HEALTH,560 FIRST AVENUE;DIVISION OF NUCLEAR MEDICINE TISCH BUILDING 2ND FLOOR, NEW YORK,NY,10016,797103.0,5,40.745370672,-73.97845095,New York,1609.0,New York,New YorkNew York County,30.7,246981.5,5587.0
MEMORIAL SLOAN KETTERING CANCER CENTER,1250 1ST AVENUE, NEW YORK,NY,10065,775907.0,5,40.763994161,-73.96225419,New York,514.0,New York,New YorkNew York County,30.7,78899.0,1785.0
MONTEFIORE MEDICAL CENTER (MOSES CAMPUS),NUCLEAR MEDICINE/FOREMAN 4 111 EAST 210 STREET, BRONX,NY,10467,775093.0,5,40.873307121,-73.87148016,New York,1444.0,Bronx,New YorkBronx County,31.0,223820.0,5063.0
NUCLEAR MEDICINE CENTER AT MONTEFIORE MEDICAL PARK,1695A EASTCHESTER RD, BRONX,NY,10461,775093.0,1,40.846638046,-73.83987203,New York,1444.0,Bronx,New YorkBronx County,31.0,44764.0,1013.0
MONMOUTH MEDICAL CENTER SOUTHERN CAMPUS,MONMOUTH SOUTHERN CAMPUS GRD FL 600 RIVER AVE, LAKEWOOD,NJ,08701-5237,773589.0,1,40.07435764,-74.20441249,New Jersey,201.0,Ocean,New JerseyOcean County,18.9,3798.8999999999996,86.0
HMH HOSPITAL CORPORATION RIVERVIEW MEDICAL CENTER,NUCLEAR MEDICINE/IMAGING HOT LAB 1 RIVERVIEW PLAZA, RED BANK,NJ,07701,803471.0,1,40.353071461,-74.07847239,New Jersey,267.0,Monmouth,New JerseyMonmouth County,23.3,6221.1,141.0
COMMUNITY MEDICAL CENTER,99 RT 37 WEST, TOMS RIVER,NJ,08755,774033.0,1,40.017049036,-74.22484873,New Jersey,410.0,Ocean,New JerseyOcean County,18.9,7748.999999999999,175.0
NEW YORK PRESBYTERIAN QUEENS,5645 MAIN STREET, FLUSHING,NY,11355,802087.0,2,40.754412665,-73.82310711,New York,476.0,Queens,New YorkQueens County,20.6,19611.2,444.0
OCEAN UNIVERSITY MEDICAL CENTER,425 JACK MARTIN BOULEVARD, BRICK,NJ,08724,804555.0,2,40.088420809,-74.11655242,New Jersey,313.0,Ocean,New JerseyOcean County,18.9,11831.4,268.0
MONMOUTH MEDICAL CENTER LONG BRANCH NJ 07740,300 2ND AVENUE, LONG BRANCH,NJ,07740-6303,773856.0,1,40.298570942,-73.99019823,New Jersey,235.0,Ocean,New JerseyOcean County,18.9,4441.5,100.0
NSUH,300 COMMUNITY DRIVE, MANHASSET,NY,11030,801493.0,2,40.79587263,-73.68806353,New York,782.0,Nassau,New YorkNassau County,21.7,33938.799999999996,768.0
NOVANT HEALTH NEW HANOVER REGIONAL MEDICAL CENTER LLC,2243 SOUTH 17TH STREET, WILMINGTON,NC,28401-7542,776282.0,1,34.227012345,-77.93750268,North Carolina,771.0,New Hanover,North CarolinaNew Hanover County,23.1,17810.100000000002,403.0
CANCER INSTITUTE AT MERCY HOSPITAL,1000 NORTH VILLAGE AVE BLDG BISHOP MCGANN IMAGING CTR NCLR DEPT FL 1, ROCKVILLE CENTRE,NY,11570-1000,778084.0,1,40.663234396,-73.63896879,New York,152.0,Nassau,New YorkNassau County,21.7,3298.4,75.0
SHANDS JACKSONVILLE MEDICAL CENTER D/B/A UF HEALTH JACKSONVILLE,NUC MEDICINE 655 W 8TH ST, JACKSONVILLE,FL,32209-6511,794319.0,2,30.359300527,-81.69294081,Florida,462.0,Duval,FloridaDuval County,20.8,19219.2,435.0
DARTMOUTH HITCHCOCK MEDICAL CENTER,1 MEDICAL CENTER DRIVE, LEBANON,NH,03756,803684.0,5,43.6754058648585,-72.2714023931071,New Hampshire,476.0,Grafton,New HampshireGrafton County,33.7,80206.0,1814.0
GRIFFIN HOSPITAL,130 DIVISION STREET, DERBY,CT,06418,763314.0,1,41.323211114,-73.07972921,Connecticut,101.0,New Haven,ConnecticutNew Haven County,29.2,2949.2,67.0
MAYO CLINIC FLORIDA,4500 SAN PABLO RD, JACKSONVILLE,FL,32224,775683.0,5,30.280853358,-81.46729086,Florida,307.0,Duval,FloridaDuval County,20.8,31928.0,722.0
GOOD SAMARITAN UNIVERSITY HOSPITAL,1000 MONTAUK HWY, WEST ISLIP,NY,11795,778085.0,2,40.71080878,-73.29855831,New York,437.0,Suffolk,New YorkSuffolk County,27.7,24209.8,548.0
UNIVERSITY OF CONNECTICUT HEALTH CENTER,263 FARMINGTON AVENUE, FARMINGTON,CT,06030,793196.0,2,41.7315248306737,-72.7911300178228,Connecticut,165.0,Hartford,ConnecticutHartford County,27.3,9009.0,204.0
BAYSTATE HEALTH,759 CHESTNUT STREET, SPRINGFIELD,MA,01085,767986.0,1,42.127668672,-72.74934144,Massachusetts,740.0,Hampden,MassachusettsHampden County,24.7,18278.0,413.0
YALE NEW HAVEN HOSPITAL,20 YORK STREET, NEW HAVEN,CT,06510,795322.0,5,41.30625289,-72.92532107,Connecticut,1340.0,New Haven,ConnecticutNew Haven County,29.2,195640.0,4425.0
HARTFORD HOSPITAL,RADIATION ONCOLOGY 80 SEYMOUR STREET, HARTFORD,CT,06102,800359.0,1,41.7525175678937,-72.6801679767643,Connecticut,723.0,Hartford,ConnecticutHartford County,27.3,19737.9,446.0
UMASS MEMORIAL MEDICAL CENTER,55 LAKE AVENUE N, WORCESTER,MA,01655,765713.0,2,42.2777507752667,-71.7613245661528,Massachusetts,692.0,Worcester,MassachusettsWorcester County,28.3,39167.200000000004,886.0
ADVENTHEALTH DAYTONA BEACH HOSPITAL CANCER INSTITUTE,224 MEMORIAL MEDICAL PARKWAY, DAYTONA BEACH,FL,32117,774379.0,1,29.236292554,-81.05558968,Florida,330.0,Volusia,FloridaVolusia County,16.4,5411.999999999999,122.0
HALIFAX HEALTH-CANCER CENTER FOR HOPE,303 N CLYDE MORRIS BLVD, DAYTONA BEACH,FL,32114,786188.0,1,29.199485059,-81.04037838,Florida,533.0,Volusia,FloridaVolusia County,16.4,8741.199999999999,198.0
MOFFITT THERANOSTICS CENTER,RADIONUCLIDE THERAPY 12902 MAGNOLIA DRIVE, TAMPA,FL,33612,793807.0,5,28.051039499,-82.45036104,Florida,314.0,Hillsborough,FloridaHillsborough County,18.7,29359.0,664.0
DANA-FARBER CANCER INSTITUTE,450 BROOKLINE AVE, BOSTON,MA,02215,766895.0,5,42.346056586,-71.1000445,Massachusetts,30.0,Suffolk,MassachusettsSuffolk County,29.4,4410.0,100.0
MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT ST, BOSTON,MA,02114,799884.0,2,42.361950869,-71.06633793,Massachusetts,997.0,Suffolk,MassachusettsSuffolk County,29.4,58623.6,1326.0
BOSTON MEDICAL CENTER,840 HARRISON AVE, BOSTON,MA,02118,766300.0,1,42.33979894,-71.07476606,Massachusetts,442.0,Suffolk,MassachusettsSuffolk County,29.4,12994.8,294.0
TUFTS MEDICAL CENTER,800 WASHINGTON STREET NUCLEAR MEDICINE PROGER 4, BOSTON,MA,02111,765197.0,2,42.352052942,-71.06144273,Massachusetts,364.0,Suffolk,MassachusettsSuffolk County,29.4,21403.2,484.0
TAMPA GENERAL HOSPITAL,1 TAMPA GENERAL CIR SUITE NO. TAMPA GENERAL CANCER INSTITUTE, TAMPA,FL,33606,766415.0,1,27.934751596,-82.46942675,Florida,1017.0,Hillsborough,FloridaHillsborough County,18.7,19017.899999999998,430.0
ORLANDO HEALTH BAYFRONT HOSPITAL,701 6TH ST. S MAIN HOSP BLDG FL 1, ST. PETERSBURG,FL,33701-4814,766627.0,1,27.77401249,-82.63662788,Florida,262.0,Pinellas,FloridaPinellas County,15.5,4061.0,92.0
SIGNATURE HEALTHCARE BROCKTON HOSPITAL,680 CENTRE STREET, BROCKTON,MA,02302,765195.0,1,42.088734192,-71.00166941,Massachusetts,175.0,Plymouth,MassachusettsPlymouth County,27.0,4725.0,107.0
MAINEHEALTH MAINE MEDICAL CENTER,22 BRAMHALL STREET, PORTLAND,ME,04102,766073.0,1,43.659728844,-70.28859762,Maine,679.0,Cumberland,MaineCumberland County,18.7,12697.3,287.0
SARASOTA MEMORIAL HEALTHCARE,1700 S. TAMIAMI TRAIL, SARASOTA,FL,34239,764698.0,1,27.310958984,-82.51798169,Florida,786.0,Sarasota,FloridaSarasota County,22.9,17999.399999999998,407.0
CAPE COD HOSPITAL,NUC MED FL 1 27 PARK ST, HYANNIS,MA,02601-5230,765191.0,1,41.653315245,-70.29896283,Massachusetts,239.0,Barnstable,MassachusettsBarnstable County,28.1,6715.900000000001,152.0
FLORIDA CANCER SPECIALISTS & RESEARCH INSTITUTE - GOOD SAMARITAN FLAGLER,1309 N FLAGLER DR, WEST PALM BEACH,FL,33401-3406,787703.0,1,26.715286775,-80.06791734,Florida,333.0,Palm Beach,FloridaPalm Beach County,17.6,5860.8,133.0
BOCA RATON REGIONAL HOSPITAL INC,LYNN CANCER INSTITUTE NUC MED DEPT 701 NW 13 ST, BOCA RATON,FL,33486,766632.0,1,26.349785424,-80.11456093,Florida,361.0,Palm Beach,FloridaPalm Beach County,17.6,6353.6,144.0
UNIVERSITY OF MIAMI HOSPITAL AND CLINICS / SYLVESTER COMPREHENSIVE CANCER CENTER,1475 N.W. 12TH AVENUE, MIAMI,FL,33136,788310.0,5,25.785002972,-80.20196507,Florida,538.0,Miami-Dade,FloridaMiami-Dade County,23.5,63215.0,1430.0
MIAMI CANCER INSTITUTE,8900 N. KENDALL DRIVE, MIAMI,FL,33176,798027.0,1,25.661215194,-80.36269164,Florida,672.0,Miami-Dade,FloridaMiami-Dade County,23.5,15792.0,357.0
ROCKY MOUNTAIN CANCER CENTERS LLC - BOULDER,4715 ARAPHOE AVE FL 1, BOULDER,CO,80303-1385,795451.0,1,40.001324215,-105.2338781,Colorado,139.0,,,26.7,3711.2999999999997,84.0
ROCKY MOUNTAIN CANCER CENTER,1800 WILLIAMS STREET, DENVER,CO,80218,,1,39.73342407,-104.9722672,Colorado,360.0,,,26.7,9612.0,217.0
INTERMOUNTAIN HEALTH CANCER CENTERS OF COLORADO LUTHERAN MEDICAL CENTER RADIATION ONCOLOGY,400 INDIANA STREET SUITE 220, GOLDEN,CO,80401,,1,39.730853929,-105.1940526,Colorado,360.0,,,26.7,9612.0,217.0
COLORADO UROLOGY,5275 DTC PARKWAY, GREENWOOD VILLAGE,CO,80111,,1,39.609747377,-104.881837,Colorado,360.0,,,26.7,9612.0,217.0
KAISER PERMANENTE LONE TREE,10240 PARK MEADOWS DR, LONE TREE,CO,80124,,1,39.542071384,-104.8891568,Colorado,360.0,,,26.7,9612.0,217.0
JUNE E NYLEN CANCER CENTER,230 NEBRASKA ST, SIOUX CITY,IA,51101,,1,42.49548624,-96.40194441,Iowa,360.0,,,33.82,12175.2,275.0
TETON CANCER INSTITUTE,1550 HOOPES AVE, IDAHO FALLS,ID,83404,,1,43.470071071,-112.011831,Idaho,360.0,,,29.34,10562.4,239.0
XCANCER,17607 GOLD PLZ, OMAHA,NE,68130-5606,,1,41.23584176,-96.18944097,Nebraska,360.0,,,27.54,9914.4,224.0
NEBRASKA UROLOGY,5500 PINE LAKE RD, LINCOLN,NE,68516,,1,40.749988665,-96.65177501,Nebraska,360.0,,,27.54,9914.4,224.0
NEBRASKA CANCER SPECIALISTS - OMAHA,17201 WRIGHT STREET SUITE 203, OMAHA,NE,68130,,1,41.23584176,-96.18944097,Nebraska,360.0,,,27.54,9914.4,224.0
CANCER PARTNERS OF NEBRASKA P.C.,4101 TIGER LILY RD STE 100, LINCOLN,NE,68516,,1,40.749988665,-96.65177501,Nebraska,360.0,,,27.54,9914.4,224.0
UROHEALTH PARTNERS,105 SOUTH 90TH STREET, OMAHA,NE,68114,,1,41.264985685,-96.05242621,Nebraska,360.0,,,27.54,9914.4,224.0
NEBRASKA MEDICINE,4400 EMILE ST, OMAHA,NE,68198,,5,41.2553805512687,-95.978891633196,Nebraska,360.0,,,27.54,49572.0,1121.0
CENTRACARE HEALTH,1900 CENTRACARE CIRCLE, ST.CLOUD,MN,56304,,1,45.549696192,-94.12531946,Minnesota,360.0,,,23.6,8496.0,192.0
UTAH CANCER SPECIALISTS,3838 SOUTH 700 EAST SUITE 100, SALT LAKE CITY,UT,84106,,1,40.705764038,-111.8572604,Utah,360.0,,,30.34,10922.4,247.0
REVERE HEALTH,1055 N 500 W SUITE 102, PROVO,UT,84604,,1,40.265859148,-111.6573055,Utah,360.0,,,30.34,10922.4,247.0
MINNESOTA ONCOLOGY & HEMATOLOGY MAPLE GROVE,10150 NIAGARA LN N SUITE 100, MAPLE GROVE,MN,55369,,1,45.113824674,-93.43256511,Minnesota,360.0,,,23.6,8496.0,192.0
MINNESOTA UROLOGY,7500 FRANCE AVE S, EDINA,MN,55435-3400,,1,44.87377483,-93.32857668,Minnesota,360.0,,,23.6,8496.0,192.0
ALLINA HEALTH CANCER INSTITUTE - RADIATION ONCOLOGY MINNEAPOLIS,800 EAST 28TH STREET, MINNEAPOLIS,MN,55407,,1,44.938050852,-93.2548117,Minnesota,360.0,,,23.6,8496.0,192.0
MHEALTH FAIRVIEW UNIVERSITY OF MINNESOTA MEDICAL CENTER,500 HARVARD ST SE, MINNEAPOLIS,MN,55455,,5,44.97071,-93.2383135,Minnesota,360.0,,,23.6,42480.0,961.0
ALLINA HEALTH CANCER INSTITUTE - RADIATION ONCOLOGY ST. PAUL,310 NORTH SMITH AVENUE, SAINT PAUL,MN,55102,,1,44.938114914,-93.11851279,Minnesota,360.0,,,23.6,8496.0,192.0
REGIONS HOSPITAL,640 JACKSON ST FL 1, ST. PAUL,MN,55101-2502,,1,44.949037962,-93.09051228,Minnesota,360.0,,,23.6,8496.0,192.0
MC FARLAND CLINIC,1215 DUFF AVE, AMES,IA,50010,,1,42.036025034,-93.62207467,Iowa,360.0,,,33.82,12175.2,275.0
MISSION CANCER + BLOOD PART OF UNIVERSITY OF IOWA HEALTH CARE,2565 SE ENCOMPASS DR STE 100, WAUKEE,IA,50263-1299,,2,41.6013407,-93.86295796,Iowa,360.0,,,33.82,24350.4,551.0
UROLOGY CENTER OF IOWA PLLC,13375 UNIVERSITY AVE STE 100, CLIVE,IA,50325-8262,,1,41.608856664,-93.77869508,Iowa,360.0,,,33.82,12175.2,275.0
UNITY POINT HEALTH DES MOINES-JOHN STODDARD CANCER CENTER,1221 PLEASANT STREET SUITE A100, DES MOINES,IA,50309,,1,41.587170506,-93.62308688,Iowa,360.0,,,33.82,12175.2,275.0
LOGAN HEALTH KALISPELL,310 SUNNYVIEW LANE, KALISPELL,MT,59901,776753.0,1,48.209524462,-114.3038398,Montana,210.0,,,32.15,6751.5,153.0
MOSAIC LIFE CARE,5325 FARAON STREET NUCLEAR MEDICINE DEPT, SAINT JOSEPH,MO,64506-3488,,1,39.789689063,-94.80322775,Missouri,360.0,,,23.64,8510.4,193.0
WICHITA UROLOGY GROUP PA,2077 N WEBB RD, WICHITA,KS,67206,,1,37.704803732,-97.23614963,Kansas,360.0,,,23.6,8496.0,192.0
THE UNIVERSITY OF KANSAS CANCER CENTER,2650 SHAWNEE MISSION PARKWAY, FAIRWAY,KS,66205,,2,39.031852749,-94.63197714,Kansas,360.0,,,23.6,16992.0,384.0
RESEARCH MEDICAL CENTER,2316 EAST MEYER BLVD, KANSAS CITY,MO,64132,799147.0,1,38.989810782,-94.55179997,Missouri,306.0,,,23.64,7233.84,164.0
ST. LUKE'S MERIDIAN CAMPUS,ST LUKE'S REGIONAL MED CT 520 S EAGLE RD GRD F, MERIDIAN,ID,83642,,1,43.594246313,-116.3911575,Idaho,360.0,,,29.34,10562.4,239.0
IDAHO UROLOGIC INSTITUTE,2855 E MAGIC VIEW DRIVE, BOISE,ID,83642,,1,43.594246313,-116.3911575,Idaho,360.0,,,29.34,10562.4,239.0
ST. LUKE'S NAMPA MEDICAL CENTER,9850 W ST. LUKE'S DR, NAMPA,ID,83687,764502.0,1,43.600022784,-116.5416091,Idaho,87.0,,,29.34,2552.58,58.0
PHYSICIANS' CLINIC OF IOWA,202 10TH ST SE, CEDAR RAPIDS,IA,52403,,1,41.98620621,-91.62275845,Iowa,360.0,,,33.82,12175.2,275.0
PANHANDLE CANCER CARE CENTER,1655 POINT WEST PKWY, AMARILLO,TX,79124,,1,35.232160972,-101.9236371,Texas,360.0,,,21.9,7883.999999999999,178.0
TEXAS ONCOLOGY AMARILLO CANCER CENTER,1826 POINT WEST PKWY, AMARILLO,TX,79124,,1,35.232160972,-101.9236371,Texas,360.0,,,21.9,7883.999999999999,178.0
IOWA CITY VAMC,601 HIGHWAY 6 WEST, IOWA CITY,IA,52246,,1,41.649201262,-91.56396444,Iowa,360.0,,,33.82,12175.2,275.0
NEW MEXICO HEMATOLOGY ONCOLOGY CONSULTANTS,4901 LANG AVE, ALBUQUERQUE,NM,87109,,1,35.149004977,-106.5705522,New Mexico,360.0,,,17.92,6451.200000000001,146.0
SUMMIT CANCER CENTERS,13424 EAST MISSION AVE, SPOKANE VALLEY,WA,99216,,1,47.665981916,-117.2212201,Washington,360.0,,,27.26,9813.6,222.0
MARSHFIELD MEDICAL CENTER MARSHFIELD CLINIC HEALTH SYSTEM,611 ST. JOSEPH AVENUE ATTN. NUCLEAR MEDICINE, MARSHFIELD,WI,54449,775516.0,1,44.656593684,-90.1778097,Wisconsin,215.0,,,31.83,6843.45,155.0
SUMMIT CANCER CARE,13424 E MISSION AVE RAD DEPT, SPOKANE,WA,99216,,1,47.665981916,-117.2212201,Washington,360.0,,,27.26,9813.6,222.0
INLAND IMAGING,5715 N LIDGERWOOD ST, SPOKANE,WA,99208,,1,47.736284851,-117.429108,Washington,360.0,,,27.26,9813.6,222.0
INTEGRIS CANCER INSTITUTE,5911 W MEMORIAL RD FL 1, OKLAHOMA CITY,OK,73142-2015,,1,35.601698767,-97.62979399,Oklahoma,360.0,,,18.31,6591.599999999999,149.0
OKLAHOMA PROTON CENTER,5901 WEST MEMORIAL ROAD, OKLAHOMA CITY,OK,73142,,1,35.601698767,-97.62979399,Oklahoma,360.0,,,18.31,6591.599999999999,149.0
OU HEALTH STEPHENSON CANCER CENTER,800 NE 10TH ST., OKLAHOMA CITY,OK,73104,785725.0,5,35.475556697,-97.50478432,Oklahoma,842.0,,,18.31,77085.09999999999,1744.0
MISSOURI CANCER ASSOCIATES,1705 E. BROADWAY SUITE 100, COLUMBIA,MO,65201,,1,38.932458466,-92.29717085,Missouri,360.0,,,23.64,8510.4,193.0
UROLOGIC SPECIALIST OF OK,10901 E. 48TH ST., TULSA,OK,74146,,1,36.108658468,-95.85170143,Oklahoma,360.0,,,18.31,6591.599999999999,149.0
SAINT FRANCIS CANCER CENTER,11212 EAST 48TH STREET, TULSA,OK,74146,,1,36.108658468,-95.85170143,Oklahoma,360.0,,,18.31,6591.599999999999,149.0
OKLAHOMA CANCER SPECIALISTS AND RESEARCH INSTITUTE,12697 EAST 51ST STREET SOUTH, TULSA,OK,74146,,1,36.108658468,-95.85170143,Oklahoma,360.0,,,18.31,6591.599999999999,149.0
EASTPARK MEDICAL CENTER THERANOSTICS SUITES,4621 EASTPARK BLVD, MADISON,WI,53718,,1,43.09720319,-89.27553593,Wisconsin,360.0,,,31.83,11458.8,259.0
CANCER CENTERS OF SOUTHWEST OKLAHOMA LLC,104 NW 31ST STREET, LAWTON,OK,73505,,1,34.615212732,-98.46039681,Oklahoma,360.0,,,18.31,6591.599999999999,149.0
MERCY HOSPITAL - SPRINGFIELD MO.,1235 E CHEROKEE STREET, SPRINGFIELD,MO,65804,802771.0,1,37.162485537,-93.2524347,Missouri,611.0,,,23.64,14444.04,327.0
COX HEALTH SYSTEM SOUTH,3801 S. NATIONAL AVE, SPRINGFIELD,MO,65807,,1,37.165361649,-93.31446793,Missouri,360.0,,,23.64,8510.4,193.0
NORTHWEST CANCER CLINIC,7379 W DESCHUTES AVE STE 100, KENNEWICK,WA,99336,,1,46.210300917,-119.1774671,Washington,360.0,,,27.26,9813.6,222.0
ASCENSION MERCY HOSPITAL,500 S OAKWOOD RD FL LL, OSHKOSH,WI,54904-7944,,1,44.024261422,-88.60507502,Wisconsin,360.0,,,31.83,11458.8,259.0
HIGHLANDS ONCOLOGY GROUP,808 S 52ND ST, ROGERS,AR,72758,,1,36.303458717,-94.15327779,Arkansas,360.0,,,22.65,8153.999999999999,184.0
JOE ARRINGTON CANCER RESEARCH AND TREATMENT CENTER,4101 22ND PL, LUBBOCK,TX,79410,,1,33.569525053,-101.8887631,Texas,360.0,,,21.9,7883.999999999999,178.0
OSF HEALTHCARE,1310 N MISSOURI AVE FL 1 CANCER INSTITUTE, PEORIA,IL,61603,,1,40.715920277,-89.58146591,Illinois,360.0,,,24.99,8996.4,203.0
AMERICAN ONCOLOGY PARTNERS PA DBA ZANGMEISTER CANCER CENTER,3100 PLAZA PROPERTIES BLVD COLUMBUS OH 43219, COLUMBUS,OH,43219,,1,40.010551205,-82.93190815,Ohio,360.0,,,24.89,8960.4,203.0
PROHEALTH CARE - PEWAUKEE,N16 W24131 RIVERWOOD DR, WAUKESHA,WI,53188,,1,43.019754793,-88.26714993,Wisconsin,360.0,,,31.83,11458.8,259.0
NORTHWESTERN MEDICINE MCHENRY HOSPITAL,4305 MEDICAL CENTER DRIVE, MCHENRY,IL,60050,,2,42.34019466,-88.28136839,Illinois,360.0,,,24.99,17992.8,407.0
SPRINGFIELD CLINIC LLP,1025 SOUTH 6TH STREET, SPRINGFIELD,IL,62703,,1,39.769227735,-89.63337081,Illinois,360.0,,,24.99,8996.4,203.0
SSM HEALTH ST. LOUIS UNIVERSITY HOSPITAL,1201 S. GRAND BLVD, ST. LOUIS,MO,63104,773849.0,2,38.612392473,-90.21842422,Missouri,366.0,,,23.64,17304.48,391.0
NORTHWESTERN MEDICINE CANCER CENTER WARRENVILLE,4405 WEAVER PARKWAY, WARRENVILLE,IL,60555,,2,41.827039987,-88.19176679,Illinois,360.0,,,24.99,17992.8,407.0
MULTICARE CANCER INSTITUTE NORTH STAR LODGE,NORTH STAR LODGE THERAPY 808 N 39TH AVE, YAKIMA,WA,98902-6388,,1,46.594521626,-120.5334841,Washington,360.0,,,27.26,9813.6,222.0
ARIZONA ONCOLOGY,5430 LANDMARK LN, PRESCOTT,AZ,86301-0019,,1,34.577367753,-112.4473842,Arizona,360.0,,,17.07,6145.2,139.0
DULY HEALTH AND CARE,STE 110 FL 1 430 WARRENVILLE RD, LISLE,IL,60532-1348,,1,41.787106591,-88.08711885,Illinois,360.0,,,24.99,8996.4,203.0
